BTyperDB_ID	Internal_ID	NCBI_BioSample	Collection_Year	Collection_Month	Collection_Day	Continent	Country	Region	City	Country_Code	Region_Code	Source_1	Source_2	Source_3	BTyper3_species(ANI)	BTyper3_subspecies(ANI)	BTyper3_Pseudo_Gene_Flow_Unit(ANI)	BTyper3_Closest_Type_Strain(ANI)	BTyper3_anthrax_toxin(genes)	BTyper3_emetic_toxin_cereulide(genes)	BTyper3_diarrheal_toxin_Nhe(genes)	BTyper3_diarrheal_toxin_Hbl(genes)	BTyper3_diarrheal_toxin_CytK(top_hit)	BTyper3_sphingomyelinase_Sph(gene)	BTyper3_capsule_Cap(genes)	BTyper3_capsule_Has(genes)	BTyper3_capsule_Bps(genes)	BTyper3_Bt(genes)	BTyper3_PubMLST_ST[clonal_complex](perfect_matches)	BTyper3_Adjusted_panC_Group(predicted_species)	BTyper3_final_taxon_names	GTDB_Species	Completeness	Contamination	N_Contigs	Total_Length	GC	N50	Largest_Contig	Ns_per_Kbp	Free_Text	Curator_Notes	Changelog
BTDB_2022-0000851.1	GCA_001273085.1	SAMN03757459	1995	12	11	Europe	Slovakia	Unknown	Unknown	SVK	Unknown	Unknown	Unknown	Unspecified	mosaicus(99.98331451416016)	anthracis(99.98223114013672)	anthracis(98.52857971191406)	anthracis(99.98532104492188)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	41	5450989	35.12	332757	1163764	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000852.1	GCA_001273105.1	SAMN03757460	1995	10	25	Asia	Pakistan	Unknown	Unknown	PAK	Unknown	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(99.98304748535156)	anthracis(99.98201751708984)	anthracis(98.49961853027344)	anthracis(99.99263763427734)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	98.46	0.15	36	5460763	35.11	765812	1770197	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000853.1	GCA_001273125.1	SAMN03757461	1996	3	11	South America	Argentina	Buenos Aires	Unknown	ARG	AR-B	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(99.98628234863281)	anthracis(99.98480224609375)	anthracis(98.50694274902344)	anthracis(99.98113250732422)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	2[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	42	5458728	35.11	316575	1162737	0		None (Curator PM);Buenos Aires is a city and province; City has been changed to NA (Curator LC)	v1
BTDB_2022-0000854.1	GCA_001273145.1	SAMN03757453	1996	1	25	Asia	Pakistan	Unknown	Unknown	PAK	Unknown	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(99.98634338378906)	anthracis(99.98473358154297)	anthracis(98.5077133178711)	anthracis(99.98714447021484)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	116	5477942	35.15	243731	970606	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000855.1	GCA_001275045.2	SAMN03701980	2007	7	10	South America	Brazil	Minas Gerais	Coimbra	BRA	BR-MG	Environmental	Environmental	Unspecified	toyonensis(99.39292907714844)	No subspecies	toyonensis(99.39292907714844)	toyonensis(99.39292907714844)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	223[ST-111 complex](7/7)	Group_V(toyonensis)	B. toyonensis	Bacillus_A toyonensis	99.34	0.38	38	5740808	34.9	5165250	5165250	35.5	Coimbra-MG,Coimbra-MG	None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000856.1	GCA_001276195.1	SAMN03703411	2015	2	1	Asia	China	Hubei Sheng	Unknown	CHN	CN-HB	Environmental	Environmental	Unspecified	cereus s.s.(98.75223541259766)	No subspecies	frankland(98.75223541259766)	cereus(96.7781982421875)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	13(Cry1Ab-like;Cry1Ac12;Cry1Ac4;Cry1Ah2;Cry1Cb-like;Cry1Cb3;Cry1H-like;Cry1I-like;Cry1Ia10/Cry1Ia14/Cry1Ia19/Cry1Ia2/Cry1Ia34/Cry1Ia36/Cry1Ia39/Cry1Ia40;Cry2Aa25;Cry2Ah4;Vip3Aa53;Vip4Aa1)	13[ST-8 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A bombysepticus	99.23	0.8	166	6719392	34.75	109024	404370	0.79		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000857.1	GCA_001276995.1	SAMN03862112	1996	2	1	Asia	Indonesia	Jawa	Unknown	IDN	ID-JW	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(99.99256134033203)	anthracis(99.99172973632812)	anthracis(98.51708984375)	anthracis(99.98063659667969)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	28	5458030	35.11	1162204	1687296	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000858.1	GCA_001277085.1	SAMN03862113	1997	10	1	Africa	Zambia	Western	Unknown	ZMB	ZM-01	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(99.98091125488281)	anthracis(99.97903442382812)	anthracis(98.53904724121094)	anthracis(99.98340606689453)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.15	0.15	32	5454873	35.12	1161585	1636680	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000859.1	GCA_001277915.1	SAMN03785549	2014	3	30	Asia	China	Jiangsu Sheng	Nanjing	CHN	CN-JS	Environmental	Environmental	Unspecified	cereus s.s.(96.25857543945312)	No subspecies	berliner(98.28702545166016)	thuringiensis(98.40040588378906)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	1590[No clonal complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A thuringiensis	99.27	0	4	5398511	35.2	5370032	5370032	0.02	Zhongshan moutain Nanjing	None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000860.1	GCA_001277955.1	SAMN03765650	2012	Unknown	Unknown	Europe	Greece	Unknown	Unknown	GRC	Unknown	Animal_Mammal	Animal_Mammal:Clinical	Unspecified	mosaicus(99.98890686035156)	anthracis(99.99063873291016)	anthracis(98.51341247558594)	anthracis(99.98253631591797)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	3	5503288	35.24	5226878	5226878	0.91		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000861.1	GCA_001278435.1	SAMN03840820	2009	Unknown	Unknown	Africa	South Africa	Northern Cape	Unknown	ZAF	ZA-NC	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(98.67782592773438)	No subspecies	anthracis(97.50968933105469)	anthracis(98.69338989257812)	3/3(cya;lef;pagA)	0/4()	2/3(nheA;nheB)	0/4()	0/1()	1/1(sph)	0/5()	3/3(hasA;hasB;hasC)	0/9()	0()	2004[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus biovar Anthracis; B. Anthracis	Bacillus_A anthracis	95.74	0.97	45	5356744	34.93	271019	850822	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000862.1	GCA_001296435.1	SAMN03839946	2014	10	Unknown	South America	Brazil	Tocantins	Unknown	BRA	BR-TO	Environmental	Environmental	Unspecified	cereus s.s.(95.77020263671875)	No subspecies	berliner(96.51541137695312)	thuringiensis(96.31421661376953)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	17(Cry10A-like;Cry10Aa2;Cry10Aa3/Cry10Aa4;Cry11Aa-like;Cry11Aa1/Cry11Aa3/Cry11Aa4;Cry11Aa2;Cry4A-like;Cry4Aa2/Cry4Aa3/Cry4Aa4;Cry4Ba-like;Cry4Ba1/Cry4Ba5;Cry60Aa2/Cry60Aa3;Cry60Ba2/Cry60Ba3;Cyt1Aa-like;Cyt1Aa8;Cyt1Ca1;Cyt2Ba1/Cyt2Ba10/Cyt2Ba11/Cyt2Ba12/Cyt2Ba7/Cyt2Ba9;Cyt2Ba5/Cyt2Ba6)	16[ST-23 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A thuringiensis_S	99.34	0.91	94	6167994	34.9	205568	744425	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000863.1	GCA_001317525.1	SAMN04028667	2015	Unknown	Unknown	North America	United States	Unknown	Unknown	USA	Unknown	Environmental	Environmental	Unspecified	mosaicus(93.11331939697266)	No subspecies	wiedmannii(98.60973358154297)	wiedmannii(96.71205139160156)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	2065[No clonal complex](7/7)	Group_II(mosaicus/luti)	B. mosaicus	Bacillus_A wiedmannii	99.34	0.33	28	5403786	35.18	594889	1000381	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000864.1	GCA_001402735.1	SAMN03968759	2000	Unknown	Unknown	South America	Brazil	Paraná	Londrina	BRA	BR-PR	Food	Food	Unspecified	cereus s.s.(95.76164245605469)	No subspecies	berliner(96.52632904052734)	thuringiensis(96.40530395507812)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	15(Cry10A-like;Cry10Aa2;Cry10Aa3/Cry10Aa4;Cry11Aa-like;Cry11Aa2;Cry4A-like;Cry4Aa2/Cry4Aa3/Cry4Aa4;Cry4Ba-like;Cry4Ba1/Cry4Ba5;Cry60Aa2/Cry60Aa3;Cry60Ba2/Cry60Ba3;Cyt1Aa-like;Cyt1Aa8;Cyt2Ba1/Cyt2Ba10/Cyt2Ba11/Cyt2Ba12/Cyt2Ba7/Cyt2Ba9;Cyt2Ba5/Cyt2Ba6)	16[ST-23 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A thuringiensis_S	99.03	0.97	261	6364030	34.92	202545	501258	0.47		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000865.1	GCA_001420855.1	SAMN04210076	2007	10	Unknown	Asia	China	Sichuan Sheng	Unknown	CHN	CN-SC	Environmental	Environmental	Unspecified	cereus s.s.(98.67599487304688)	No subspecies	frankland(98.67599487304688)	cereus(96.88423156738281)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	9(Cry1Ab-like;Cry1Ac1/Cry1Ac10/Cry1Ac4/Cry1Ac7/Cry1Ac8/Cry1Ac9;Cry1Ac12;Cry1Ac13;Cry1Ah2;Cry1Cb-like;Cry1Cb3;Cry1H-like;Cry2Aa25)	8[ST-8 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A bombysepticus	98.92	0.31	7	6227942	35.09	5674369	5674369	0	Hailuo Glacier virgin forest, Sichuan basin	None (Curator PM);Hailuogou Glacier Park is located in Sichuan province (Curator LC)	v1
BTDB_2022-0000866.1	GCA_001455345.1	SAMN04278951	1999	10	Unknown	Asia	China	Hubei Sheng	Wuhan	CHN	CN-HB	Animal_Other	Animal_Other	Unspecified	mosaicus(94.13105010986328)	No subspecies	UnknownGeneFlowUnit4(99.99127197265625)	tropicus(94.61713409423828)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	2011[No clonal complex](7/7)	Group_II(mosaicus/luti)	B. mosaicus	Bacillus_A thuringiensis_N	99.01	0.77	2	5352926	35.4	5327397	5327397	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000867.1	GCA_001517195.1	SAMN04295068	2009	3	Unknown	South America	Brazil	Paraná	Sertanópolis	BRA	BR-PR	Food	Food	Unspecified	cereus s.s.(98.74444580078125)	No subspecies	frankland(98.74444580078125)	cereus(96.92273712158203)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	13(Cry1Aa24;Cry1Ab-like;Cry1Ab12/Cry1Ab13/Cry1Ab15/Cry1Ab23/Cry1Ab25/Cry1Ab29/Cry1Ab3/Cry1Ab4/Cry1Ab9;Cry1Ab33;Cry1Ca10;Cry1Cb-like;Cry1Cb3;Cry1Fa1/Cry1Fa2;Cry1H-like;Cry2Aa17/Cry2Ab4/Cry2Ab7;Cry2Ag1;Vip3Aa4;Vip3Ca2/Vip3Ca4)	15[ST-8 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A bombysepticus	98.59	0.07	700	6782904	34.73	45992	157910	1.64		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000868.1	GCA_001518875.1	SAMN03451612	2013	Unknown	Unknown	Asia	Unknown	Unknown	Unknown	Unknown	Unknown	Food	Food	Unspecified	cereus s.s.(96.985107421875)	No subspecies	frankland(96.985107421875)	cereus(98.76083374023438)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	1946[ST-142 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A cereus	99.02	0.47	2	5678662	35.15	5418913	5418913	0	Korea	None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000869.1	GCA_001541985.1	SAMN04432437	2013	1	23	Ocean	Indian Ocean	Algoa Bay	Unknown	Unknown	Unknown	Animal_Other	Animal_Other	Unspecified	mycoides(93.2896957397461)	No subspecies	mycoides(97.45919799804688)	weihenstephanensis(97.11193084716797)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	2125[No clonal complex](7/7)	Group_VI(mycoides/paramycoides)	B. mycoides	Bacillus_A mycoides	99.34	0.85	121	5918334	35.13	97016	327615	0	South Africa: Port Elizabeth, Algoa Bay, Indian Ocean	None (Curator PM);South Africa: Port Elizabeth, Algoa Bay, Indian Ocean (Curator LC)	v1
BTDB_2022-0000870.1	GCA_001541995.1	SAMN04432438	2013	1	23	Ocean	Indian Ocean	Algoa Bay	Unknown	Unknown	Unknown	Animal_Other	Animal_Other	Unspecified	mosaicus(98.6517333984375)	No subspecies	anthracis(99.14471435546875)	anthracis(98.54621124267578)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	145[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	98.92	0.18	225	5690867	35.31	70267	338897	0	South Africa: Port Elizabeth, Algoa Bay, Indian Ocean	None (Curator PM);South Africa: Port Elizabeth, Algoa Bay, Indian Ocean (Curator LC)	v1
BTDB_2022-0000871.1	GCA_001543225.1	SAMN04442145	2012	Unknown	Unknown	Europe	Germany	Sachsen-Anhalt	Unknown	DEU	DE-ST	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(99.99256896972656)	anthracis(99.99443817138672)	anthracis(98.50439453125)	anthracis(99.97660827636719)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	3	5503446	35.24	5226939	5226939	1.85		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000872.1	GCA_001548175.1	SAMD00030057	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unspecified	cereus s.s.(96.9419174194336)	No subspecies	frankland(96.9419174194336)	cereus(98.56153869628906)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	12(Cry1Aa24;Cry1Ca10;Cry1Ca11;Cry1Ca2;Cry1Cb-like;Cry1Cb3;Cry1Ea12;Cry1H-like;Cry1Hb2;Cry1I-like;Cry1Ia10/Cry1Ia14/Cry1Ia19/Cry1Ia2/Cry1Ia34/Cry1Ia36/Cry1Ia39/Cry1Ia40;Cry2Aa25)	22[ST-142 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A cereus	98.77	0.02	9	6870591	35.03	5896839	5896839	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000873.1	GCA_001566355.1	SAMN03797561	1980	Unknown	Unknown	North America	Canada	Ontario	Toronto	CAN	CA-ON	Unknown	Unknown	Unspecified	mosaicus(94.40597534179688)	No subspecies	cereus(95.9804458618164)	pacificus(98.20532989501953)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	996[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A paranthracis	98.92	0.18	278	5411255	35.38	70158	340091	0		unclear if this was from the food itself or the patient (Curator PM);None (Curator LC)	v1
BTDB_2022-0000874.1	GCA_001566365.1	SAMN03797429	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.26217651367188)	cereus(99.06193542480469)	cereus(97.6975326538086)	paranthracis(97.57384490966797)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	164[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus; B. cereus	Bacillus_A paranthracis	98.77	0.46	194	5591569	35.17	101838	418945	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000875.1	GCA_001566375.1	SAMN03797526	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.161865234375)	cereus(99.94062042236328)	cereus(97.71202850341797)	paranthracis(97.5282974243164)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	26[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	98.77	0.6	266	5620250	35.45	115558	526437	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000876.1	GCA_001566385.1	SAMN03797530	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.40580749511719)	cereus(97.5848388671875)	cereus(98.83946990966797)	paranthracis(98.41887664794922)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	2056[ST-205 complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	99.23	0.31	328	5501965	35.45	72222	293885	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000877.1	GCA_001566435.1	SAMN03797528	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.26715087890625)	cereus(99.89269256591797)	cereus(97.67259979248047)	paranthracis(97.5965347290039)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	26[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	98.77	1.78	1328	6107210	36.68	66916	359025	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000878.1	GCA_001566445.1	SAMN03797529	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.1690902709961)	cereus(99.00523376464844)	cereus(97.73726654052734)	paranthracis(97.53614807128906)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	144[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	99.07	0.62	200	5492740	35.37	101924	319048	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000879.1	GCA_001566455.1	SAMN03797533	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.18934631347656)	cereus(99.8746566772461)	cereus(97.64912414550781)	paranthracis(97.52428436279297)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	26[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	98.77	0.55	359	5554403	35.46	57296	248483	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000880.1	GCA_001566465.1	SAMN03797430	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.2269515991211)	cereus(99.89242553710938)	cereus(97.73171997070312)	paranthracis(97.5857162475586)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	26[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	98.61	0.49	377	5529283	35.56	64745	416829	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000881.1	GCA_001566515.1	SAMN03797525	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.20751953125)	cereus(99.84783935546875)	cereus(97.6667709350586)	paranthracis(97.50730895996094)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	26[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	98.77	0.83	354	5773137	35.47	71934	386468	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000882.1	GCA_001566525.1	SAMN03797532	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.28794860839844)	cereus(99.9139404296875)	cereus(97.75191497802734)	paranthracis(97.64258575439453)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	26[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	98.38	0.83	488	5486142	35.59	42768	254048	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0000883.1	GCA_001566535.1	SAMN03797557	2014	Unknown	Unknown	Europe	Germany	Bayern	Munich	DEU	DE-BY	Food	Food	Unspecified	mosaicus(95.40398406982422)	cereus(97.54507446289062)	cereus(98.45965576171875)	paranthracis(99.0068130493164)	0/3()	4/4(cesA;cesB;cesC;cesD)	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	869[ST-205 complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus biovar Emeticus; B. cereus biovar Emeticus; B. Emeticus	Bacillus_A paranthracis	99.07	4.63	1830	6507239	37.18	131803	941733	0		None (Curator PM);None (Curator LC)	v1
